"word"	"subject"	"session"	"trial"	"age"	"gender"	"hand"	"origin"	"dialect"	"diploma"	"word_status"	"response"	"RT"	"stem"	"RTprev"	"transcription"	"Nphonemes"	"word_class"	"regularity"	"inflected"	"lip"	"lip.ms"	"fip"	"fip.ms"	"Nletters"	"Nstem_syllables"	"Nword_syllables"	"stressed_syll"	"initial_stress"	"final_stress"	"morph_classification"	"word_duration"	"tense"	"number"	"person"	"CELEX_form_freq"	"CELEX_lemma_freq"	"CGN_form_freq"	"CGN_lemma_freq"	"rating"	"word_unknown"	"meaning_unknown"	"affix"	"stem1"	"stem2"	"compound_type"	"CELEX_form_freq_stem1"	"CELEX_lemma_freq_stem1"	"CELEX_form_freq_stem2"	"CELEX_lemma_freq_stem2"	"X"	"one_compound"	"one_prefix"	"one_suffix"	"one_inflection"	"one_circumfix"	"fip_length"	"rcp"	"cob"	"stem_cob"	"include"	"CELEXform_freq"	"CELEXstem_freq"	"CELEXen_form_freq"	"en"	"s"	"only_suffix"	"logCELEXform_freq"	"logCELEXstem_freq"	"logCELEXen_form_freq"	"logRT"	"logRTprev"	"logword_duration"	"logtrial"	"lookup"	"decomp"	"pnlty"	"penalty"	"logSTMfreq"	"logFRMfreq"	"logSTMorFRMfreq"	"logRTprev_c"	"logword_duration_c"	"logtrial_c"	"logSTMfreq_c"	"logFRMfreq_c"	"logSTMorFRMfreq_c"	"logPLfreq"	"groups"
"75990"	"bieten"	"s7"	7	430	20	"male"	"left"	"noord-brabant"	"Brabants"	"vwo"	"word"	"correct"	1364	"biet"	17	"bit@"	4	"nom"	"-"	"yes"	"bit"	"0.29"	"bit@"	"0.38"	6	"2"	2	"bi"	"yes"	"no"	"underived"	398	"-"	"plur"	"-"	86	0	7	15	3.74666666667	"0"	"1"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	4	"bit"	"86.0"	"45.0"	NA	864	34515197797745	0	1	0	"en"	6.76272950693188	31.1724208588439	0	7.21890970761906	2.89037175789616	5.98896141688986	6.06610809010375	0	1	1	1	31.1724208588439	0	6.76272950693188	-4.19097511289527	-0.290825562416983	0.730116729383625	23.2955053589484	-3.07035847248969	-0.170293383772671	0	"pl_sgDom"
"76271"	"smaragden"	"s8"	7	153	19	"male"	"left"	"noord-brabant"	"no"	"propedeuse"	"word"	"correct"	1268	"smaragd"	1145	"smarAGd@"	8	"nom"	"-"	"yes"	"smar"	"0.32"	"smarAG"	"0.5"	9	"3"	3	"rAG"	"no"	"no"	"underived"	650	"-"	"plur"	"-"	80	25	2	1	2.69333333333	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	6	"smarAGd"	"25.0"	"21.0"	NA	5525	0	0	1	0	"en"	8.61721950548336	0	0	7.14598446771439	7.04403289727469	6.47850964220857	5.03695260241363	0	1	1	1	0	0	8.61721950548336	-0.0373139735167447	0.198722662901722	-0.299038758306493	-7.87691549989553	-3.07035847248969	1.68419661477881	0	"pl_plDom"
"76286"	"patronen"	"s8"	7	168	19	"male"	"left"	"noord-brabant"	"no"	"propedeuse"	"word"	"correct"	1746	"patroon"	1014	"pAtron@"	7	"nom"	"-"	"yes"	"[end]"	"0.53"	"pAtron@"	"0.62"	8	"3"	3	"tro"	"no"	"no"	"underived"	641	"-"	"plur"	"-"	560	0	20	78	4.36	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	7	"pAtron"	"0.0"	"13.0"	NA	175430	1339261212	0	1	0	"en"	12.0750010821863	21.0153839652869	0	7.46565531013406	6.92264389147589	6.46458830368996	5.12989871492307	0	1	1	1	21.0153839652869	0	12.0750010821863	-0.158702979315542	0.184801324383114	-0.206092645797049	13.1384684653914	-3.07035847248969	5.14197819148175	0	"pl_sgDom"
"76297"	"zwaarden"	"s8"	7	179	19	"male"	"left"	"noord-brabant"	"no"	"propedeuse"	"word"	"correct"	1098	"zwaard"	1377	"zward@"	6	"nom"	"-"	"yes"	"zward"	"0.48"	"zward@"	"0.55"	8	"2"	2	"zwar"	"yes"	"no"	"underived"	568	"-"	"plur"	"-"	123	0	4	88	3.93333333333	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	6	"zward"	"123.0"	"527.0"	NA	123	527	0	1	0	"en"	4.82028156560504	6.26909628370626	0	7.00215595440362	7.2283884515736	6.34388043412633	5.19295685089021	0	1	1	1	6.26909628370626	0	4.82028156560504	0.147041580782174	0.064093454819484	-0.143034509829912	-1.60781921618927	-3.07035847248969	-2.11274132509951	0	"pl_sgDom"
"76336"	"partizaan"	"s8"	7	218	19	"male"	"left"	"noord-brabant"	"no"	"propedeuse"	"word"	"correct"	894	"partizaan"	1489	"pArtizan"	8	"nom"	"-"	"no"	"pArtiz"	"0.4"	"pArtiz"	"0.4"	9	"3"	3	"zan"	"no"	"yes"	"underived"	736	"-"	"sing"	"-"	55	171	1	10	1.89333333333	"8"	"26"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	0	0	6	"pArtizan"	"55.0"	"55.0"	NA	55	55	55	1	0	"-"	4.02535169073515	4.02535169073515	4.76217393479776	6.79682371827486	7.30653139893951	6.60258789218934	5.3890717298165	1	0	0	0	4.02535169073515	4.02535169073515	4.02535169073515	0.225184528148075	0.32280091288249	0.0530803690963788	-3.85156380916038	0.954993218245464	-2.9076711999694	4.02535169073515	"sg_plDom"
"76368"	"sardien"	"s8"	7	251	19	"male"	"left"	"noord-brabant"	"no"	"propedeuse"	"word"	"correct"	962	"sardien"	1127	"sArdin"	6	"nom"	"-"	"yes"	"[end]"	"0.6"	"sArdi"	"0.45"	7	"2"	2	"din"	"no"	"yes"	"underived"	623	"-"	"sing"	"-"	0	29	0	2	2.98666666667	"1"	"1"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	5	"sArdin"	"0.0"	"0.0"	NA	0	0	0	1	0	"-"	0	0	4.89783979995091	6.87005341179813	7.028201432058	6.43615036836943	5.52942908751142	1	0	0	0	0	0	0	-0.0531454387334254	0.156363389062581	0.193437726791301	-7.87691549989553	-3.07035847248969	-6.93302289070455	0	"sg_plDom"
"76399"	"bordeel"	"s8"	7	282	19	"male"	"left"	"noord-brabant"	"no"	"propedeuse"	"word"	"correct"	1209	"bordeel"	1065	"bOrdel"	6	"nom"	"-"	"yes"	"bOrde"	"0.407"	"bOrde"	"0.407"	7	"2"	2	"del"	"no"	"yes"	"underived"	585	"-"	"sing"	"-"	283	368	4	11	3.84	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	5	"bOrdel"	"283.0"	"283.0"	NA	283	283	283	1	0	"-"	5.64897423816121	5.64897423816121	4.45434729625351	7.09837563859079	6.97166860472579	6.37331978957701	5.64544689764324	1	0	0	0	5.64897423816121	5.64897423816121	5.64897423816121	-0.10967826606564	0.0935328102701654	0.309455536923116	-2.22794126173433	2.57861576567152	-1.28404865254334	5.64897423816121	"sg_plDom"
"76416"	"bieten"	"s8"	7	299	19	"male"	"left"	"noord-brabant"	"no"	"propedeuse"	"word"	"correct"	1863	"biet"	1022	"bit@"	4	"nom"	"-"	"yes"	"bit"	"0.29"	"bit@"	"0.38"	6	"2"	2	"bi"	"yes"	"no"	"underived"	398	"-"	"plur"	"-"	86	0	7	15	3.74666666667	"0"	"1"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	4	"bit"	"86.0"	"45.0"	NA	864	34515197797745	0	1	0	"en"	6.76272950693188	31.1724208588439	0	7.53047999524554	6.93049476595163	5.98896141688986	5.7037824746562	0	1	1	1	31.1724208588439	0	6.76272950693188	-0.150852104839804	-0.290825562416983	0.367791113936079	23.2955053589484	-3.07035847248969	-0.170293383772671	0	"pl_sgDom"
"76484"	"lynxen"	"s8"	7	368	19	"male"	"left"	"noord-brabant"	"no"	"propedeuse"	"word"	"correct"	994	"lynx"	1271	"lINks@"	6	"nom"	"-"	"yes"	"lINks"	"0.39"	"lINks@"	"0.5"	6	"2"	2	"lINk"	"yes"	"no"	"underived"	519	"-"	"plur"	"-"	7	0	0	0	2.30666666667	"0"	"2"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	6	"lINks"	"7.0"	"16.0"	NA	6387	322616	0	1	0	"en"	8.7621765093349	12.684221140123	0	6.90274273715859	7.14834574390007	6.25382881157547	5.91079664404053	0	1	1	1	12.684221140123	0	8.7621765093349	0.0669988731086377	-0.0259581677313738	0.574805283320405	4.80730564022747	-3.07035847248969	1.82915361863035	0	"pl_sgDom"
"76523"	"stroom"	"s8"	7	407	19	"male"	"left"	"noord-brabant"	"no"	"propedeuse"	"word"	"correct"	1270	"stroom"	1626	"strom"	5	"nom"	"-"	"yes"	"strom"	"0.54"	"strom"	"0.54"	6	"1"	1	"strom"	"yes"	"yes"	"underived"	561	"present"	"sing"	"1,2"	1636	2009	106	149	5.26666666667	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	5	"strom"	"0.0"	"232.0"	NA	163600	163600	163600	1	0	"-"	12.0051858156015	12.0051858156015	19.2632486442659	7.14755927118945	7.39449310721904	6.33150184989369	6.01126717440416	1	0	0	0	12.0051858156015	12.0051858156015	12.0051858156015	0.313146236427608	0.051714870586844	0.675275813684039	4.12827031570601	8.93482734311186	5.07216292489699	12.0051858156015	"sg_plDom"
"76526"	"violen"	"s8"	7	410	19	"male"	"left"	"noord-brabant"	"no"	"propedeuse"	"word"	"correct"	1174	"viool"	911	"vijol@"	6	"nom"	"-"	"yes"	"[end]"	"0.51"	"vijol@"	"0.6"	6	"3"	2	"jo"	"no"	"no"	"underived"	616	"-"	"plur"	"-"	114	0	5	47	3.98666666667	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	6	"vijol"	"114.0"	"377.0"	NA	114	377	0	1	0	"en"	4.74493212836325	5.93489419561959	0	7.06902342657826	6.81563999007433	6.42486902390539	6.01859321449623	0	1	1	1	5.93489419561959	0	4.74493212836325	-0.265706880717099	0.145082044598541	0.682601853776112	-1.94202130427594	-3.07035847248969	-2.1880907623413	0	"pl_sgDom"
"76533"	"platen"	"s8"	7	417	19	"male"	"left"	"noord-brabant"	"no"	"propedeuse"	"word"	"correct"	1752	"plaat"	894	"plat@"	5	"nom"	"-"	"yes"	"[end]"	"0.37"	"plat@"	"0.47"	6	"2"	2	"pla"	"yes"	"no"	"underived"	488	"-"	"plur"	"-"	680	0	60	406	4.97333333333	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	5	"plat"	"680.0"	"978.0"	NA	680	978	0	1	0	"en"	6.52356230614951	6.88653164253051	0	7.46908388492123	6.79682371827486	6.19236248947487	6.03548143252476	0	1	1	1	6.88653164253051	0	6.52356230614951	-0.284523152516575	-0.0874244898319745	0.699490071804634	-0.990383857365021	-3.07035847248969	-0.409460584555038	0	"pl_sgDom"
"76546"	"matrassen"	"s8"	7	430	19	"male"	"left"	"noord-brabant"	"no"	"propedeuse"	"word"	"correct"	1053	"matras"	1151	"mAtrAs@"	7	"nom"	"-"	"yes"	"mAtrA"	"0.35"	"mAtrAs@"	"0.58"	9	"3"	3	"trA"	"no"	"no"	"underived"	605	"-"	"plur"	"-"	120	0	21	108	4.61333333333	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	7	"mAtrAs"	"120.0"	"411.0"	NA	120	411	0	1	0	"en"	4.79579054559674	6.02102334934953	0	6.96034772910131	7.04925484125584	6.40687998606931	6.06610809010375	0	1	1	1	6.02102334934953	0	4.79579054559674	-0.0320920295355931	0.127093006762467	0.730116729383625	-1.855892150546	-3.07035847248969	-2.13723234510781	0	"pl_sgDom"
"76582"	"reutel"	"s8"	7	467	19	"male"	"left"	"noord-brabant"	"no"	"propedeuse"	"word"	"correct"	1157	"reutel"	1424	"r|t@l"	5	"nom"	"-"	"yes"	"r2t"	"0.38"	"r|t@l"	"0.55"	6	"2"	2	"r|"	"yes"	"no"	"underived"	574	"present"	"sing"	"1,2"	7	7	0	0	2.14666666667	"16"	"21"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	5	"r|t@l"	"0.0"	"7.0"	NA	700	700	700	1	0	"-"	6.55250788703459	6.55250788703459	4.35670882668959	7.05444965813294	7.26192709270275	6.35437004079735	6.14846829591765	1	0	0	0	6.55250788703459	6.55250788703459	6.55250788703459	0.180580221911321	0.0745830614905039	0.812476935197525	-1.32440761286094	3.4821494145449	-0.38051500366996	6.55250788703459	"sg_plDom"
"76586"	"spijlen"	"s8"	7	471	19	"male"	"left"	"noord-brabant"	"no"	"propedeuse"	"word"	"correct"	1537	"spijl"	1262	"spKl@"	5	"nom"	"-"	"yes"	"spKl"	"0.52"	"spKl@"	"0.6"	7	"2"	2	"spK"	"yes"	"no"	"underived"	620	"-"	"plur"	"-"	144	0	5	9	3.34666666667	"2"	"3"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	5	"spKl"	"144.0"	"8.0"	NA	144	8	0	1	0	"en"	4.97673374242057	2.19722457733622	0	7.33823815006559	7.14124512235049	6.43133108193348	6.15697898558556	0	1	1	1	2.19722457733622	0	4.97673374242057	0.0598982515590611	0.151544102626632	0.820987624865433	-5.67969092255931	-3.07035847248969	-1.95628914828398	0	"pl_sgDom"
"76598"	"asiel"	"s8"	7	483	19	"male"	"left"	"noord-brabant"	"no"	"propedeuse"	"word"	"correct"	1013	"asiel"	1437	"azil"	4	"nom"	"-"	"yes"	"azil"	"0.43"	"azil"	"0.43"	5	"2"	2	"zil"	"no"	"yes"	"underived"	451	"-"	"sing"	"-"	177	181	30	38	4.78666666667	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	4	"azil"	"177.0"	"177.0"	NA	177	177	177	1	0	"-"	5.18178355029209	5.18178355029209	1.6094379124341	6.92165818415113	7.27100853828099	6.11368217983223	6.18208490671663	1	0	0	0	5.18178355029209	5.18178355029209	5.18178355029209	0.189661667489562	-0.166104799474615	0.84609354599651	-2.69513194960345	2.1114250778024	-1.75123934041247	5.18178355029209	"sg_plDom"
"76618"	"raaf"	"s8"	7	503	19	"male"	"left"	"noord-brabant"	"no"	"propedeuse"	"word"	"correct"	2038	"raaf"	2656	"raf"	3	"nom"	"-"	"yes"	"[end]"	"0.57"	"raf"	"0.57"	4	"1"	1	"raf"	"yes"	"yes"	"underived"	590	"-"	"sing"	"-"	125	251	6	10	3.36	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	3	"raf"	"125.0"	"125.0"	NA	125	125	125	1	0	"-"	4.83628190695148	4.83628190695148	4.84418708645859	7.62021477057445	7.88495294575981	6.3818160174061	6.22257626807137	1	0	0	0	4.83628190695148	4.83628190695148	4.83628190695148	0.803606074968384	0.102029038099252	0.886584907351247	-3.04063359294405	1.76592343446179	-2.09674098375307	4.83628190695148	"sg_plDom"
"76619"	"pin"	"s8"	7	504	19	"male"	"left"	"noord-brabant"	"no"	"propedeuse"	"word"	"correct"	1982	"pin"	2038	"pIn"	3	"nom"	"-"	"yes"	"[end]"	"0.26"	"pIn"	"0.26"	3	"1"	1	"pIn"	"yes"	"yes"	"underived"	277	"present"	"sing"	"1,2"	37	80	10	17	5.04	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	3	"pIn"	"0.0"	"3.0"	NA	3700	3700	3700	1	0	"-"	8.21635833238616	8.21635833238616	8.11312710422178	7.5923661285198	7.62021477057445	5.62762111369064	6.22455842927536	1	0	0	0	8.21635833238616	8.21635833238616	8.21635833238616	0.538867899783025	-0.65216586561621	0.888567068555238	0.339442832490624	5.14599985989647	1.28333544168161	8.21635833238616	"sg_plDom"
"76731"	"twijg"	"s9"	7	56	18	"male"	"right"	"noord-brabant"	"no"	"havo"	"word"	"incorrect"	1707	"twijg"	1490	"twKx"	4	"nom"	"-"	"yes"	"twKx"	"0.58"	"twKx"	"0.58"	5	"1"	1	"twKx"	"yes"	"yes"	"underived"	603	"-"	"sing"	"-"	40	195	0	12	3	"1"	"2"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	4	"twKx"	"40.0"	"40.0"	NA	40	40	40	1	0	"-"	3.71357206670431	3.71357206670431	7.03085747611612	7.44307837434852	7.30720231476474	6.40357419793482	4.04305126783455	1	0	0	0	3.71357206670431	3.71357206670431	3.71357206670431	0.225855443973308	0.123787218627968	-1.29294009288557	-4.16334343319122	0.643213594214622	-3.21945082400024	3.71357206670431	"sg_plDom"
"76775"	"feiten"	"s9"	7	100	18	"male"	"right"	"noord-brabant"	"no"	"havo"	"word"	"correct"	1703	"feit"	2323	"fKt@"	4	"nom"	"-"	"yes"	"fKt"	"0.47"	"fKt@"	"0.56"	6	"2"	2	"fK"	"yes"	"no"	"underived"	577	"-"	"plur"	"-"	2429	0	160	1895	5.53333333333	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	4	"fKt"	"2429.0"	"8592.0"	NA	39662429	859213	0	1	0	"en"	17.4959149499808	13.6637732968312	0	7.44073370738926	7.7510451179718	6.35957386867238	4.61512051684126	0	1	1	1	13.6637732968312	0	17.4959149499808	0.669698247180372	0.0797868893655309	-0.720870843878862	5.78685779693564	-3.07035847248969	10.5628920592762	0	"pl_sgDom"
"76800"	"knollen"	"s9"	7	126	18	"male"	"right"	"noord-brabant"	"no"	"havo"	"word"	"correct"	1334	"knol"	1558	"knOl@"	5	"nom"	"-"	"yes"	"knOl"	"0.33"	"knOl@"	"0.4"	7	"2"	2	"knO"	"yes"	"no"	"underived"	418	"-"	"plur"	"-"	107	0	7	11	3.53333333333	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	5	"knOl"	"107.0"	"73.0"	NA	107	73	0	1	0	"en"	4.68213122712422	4.30406509320417	0	7.19668657083435	7.35179986905778	6.03787091992214	4.84418708645859	0	1	1	1	4.30406509320417	0	4.68213122712422	0.270452998266347	-0.241916059384709	-0.491804274261531	-3.57285040669136	-3.07035847248969	-2.25089166358033	0	"pl_sgDom"
"76804"	"raaf"	"s9"	7	130	18	"male"	"right"	"noord-brabant"	"no"	"havo"	"word"	"correct"	1887	"raaf"	1208	"raf"	3	"nom"	"-"	"yes"	"[end]"	"0.57"	"raf"	"0.57"	4	"1"	1	"raf"	"yes"	"yes"	"underived"	590	"-"	"sing"	"-"	125	251	6	10	3.36	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	3	"raf"	"125.0"	"125.0"	NA	125	125	125	1	0	"-"	4.83628190695148	4.83628190695148	4.84418708645859	7.54327334670545	7.09754885061479	6.3818160174061	4.87519732320115	1	0	0	0	4.83628190695148	4.83628190695148	4.83628190695148	0.0162019798233626	0.102029038099252	-0.460794037518971	-3.04063359294405	1.76592343446179	-2.09674098375307	4.83628190695148	"sg_plDom"
"76825"	"maan"	"s9"	7	151	18	"male"	"right"	"noord-brabant"	"no"	"havo"	"word"	"correct"	1047	"maan"	1778	"man"	3	"nom"	"-"	"yes"	"[end]"	"0.43"	"man"	"0.43"	4	"1"	1	"man"	"yes"	"yes"	"underived"	445	"present"	"sing"	"1,2"	2635	2759	97	166	5.21333333333	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	3	"man"	"0.0"	"35.0"	NA	2635	2635	2635	1	0	"-"	7.8770178956224	7.8770178956224	20.9249902156348	6.95463886488099	7.48380668766583	6.10031895202006	5.02388052084628	1	0	0	0	7.8770178956224	7.8770178956224	7.8770178956224	0.402459816874405	-0.179468027286783	-0.312110839873846	0.000102395726866433	4.80665942313271	0.943995004917848	7.8770178956224	"sg_plDom"
"76834"	"vel"	"s9"	7	160	18	"male"	"right"	"noord-brabant"	"no"	"havo"	"word"	"correct"	2286	"vel"	1803	"vEl"	3	"nom"	"-"	"yes"	"[end]"	"0.39"	"vEl"	"0.39"	3	"1"	1	"vEl"	"yes"	"yes"	"underived"	414	"present"	"sing"	"1,2"	899	1386	105	162	4.94666666667	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	3	"vEl"	"5.0"	"85.0"	NA	88955	88955	88955	1	0	"-"	11.3958971444447	11.3958971444447	14.7588661109063	7.73499619402278	7.49776170062257	6.0282785202307	5.08140436498446	1	0	0	0	11.3958971444447	11.3958971444447	11.3958971444447	0.416414829831139	-0.251508459076149	-0.254586995735659	3.51898164454919	8.32553867195504	4.46287425374017	11.3958971444447	"sg_plDom"
"76838"	"bokalen"	"s9"	7	164	18	"male"	"right"	"noord-brabant"	"no"	"havo"	"word"	"incorrect"	1471	"bokaal"	1782	"bokal@"	6	"nom"	"-"	"yes"	"bok"	"0.29"	"bokal@"	"0.62"	7	"3"	3	"ka"	"no"	"no"	"underived"	642	"-"	"plur"	"-"	20	0	5	9	2.96	"1"	"6"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	6	"bokal"	"20.0"	"51.0"	NA	20	51	0	1	0	"en"	3.04452243772342	3.95124371858143	0	7.29437729928882	7.48605261786314	6.46614472423762	5.10594547390058	0	1	1	1	3.95124371858143	0	3.04452243772342	0.40470574707171	0.186357744930772	-0.230045886819542	-3.9256717813141	-3.07035847248969	-3.88850045298113	0	"pl_sgDom"
"77095"	"aluin"	"s9"	7	423	18	"male"	"right"	"noord-brabant"	"no"	"havo"	"word"	"incorrect"	2357	"aluin"	1285	"alLn"	4	"nom"	"-"	"yes"	"alL"	"0.37"	"alL"	"0.37"	5	"2"	2	"lLn"	"no"	"yes"	"underived"	517	"present"	"sing"	"1,2"	30	30	0	0	1.66666666667	"22"	"45"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	3	"alLn"	"0.0"	"0.0"	NA	300	300	300	1	0	"-"	5.70711026474888	5.70711026474888	0	7.76556908109732	7.15929190479756	6.24997524225948	6.04973345523196	1	0	0	0	5.70711026474888	5.70711026474888	5.70711026474888	0.0779450340061345	-0.0298117370473641	0.713742094511836	-2.16980523514666	2.63675179225919	-1.22591262595567	5.70711026474888	"sg_plDom"
"77103"	"ivoor"	"s9"	7	431	18	"male"	"right"	"noord-brabant"	"no"	"havo"	"word"	"correct"	2180	"ivoor"	2797	"ivor"	4	"nom"	"-"	"yes"	"iv"	"0.22"	"ivo"	"0.407"	5	"2"	2	"vor"	"no"	"yes"	"underived"	548	"-"	"sing"	"-"	121	121	2	3	3.37333333333	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	3	"ivor"	"0.0"	"0.0"	NA	121	121	121	1	0	"-"	4.80402104473326	4.80402104473326	4.99721227376411	7.68753876620163	7.93666015522543	6.30809844150953	6.06842558824411	1	0	0	0	4.80402104473326	4.80402104473326	4.80402104473326	0.855313284433996	0.0283114622026837	0.732434227523989	-3.07289445516227	1.73366257224357	-2.12900184597129	4.80402104473326	"sg_plDom"
"77126"	"schild"	"s9"	7	455	18	"male"	"right"	"noord-brabant"	"no"	"havo"	"word"	"correct"	1392	"schild"	3813	"sxIlt"	5	"nom"	"-"	"yes"	"sxIld"	"0.62"	"sxIlt"	"0.62"	6	"1"	1	"sxIlt"	"yes"	"yes"	"underived"	639	"-"	"sing"	"-"	286	286	19	26	4.12	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	5	"sxIlt"	"286.0"	"286.0"	NA	28633	28633	28633	1	0	"-"	10.2623501019203	10.2623501019203	12.5949509500339	7.23921497377981	8.24643378616036	6.46146817635372	6.12249280951439	1	0	0	0	10.2623501019203	10.2623501019203	10.2623501019203	1.16508691536893	0.181681197046871	0.786501448794264	2.38543460202474	7.19199162943059	3.32932721121572	10.2623501019203	"sg_plDom"
"77133"	"radijs"	"s9"	7	462	18	"male"	"right"	"noord-brabant"	"no"	"havo"	"word"	"correct"	1852	"radijs"	1665	"radKs"	5	"nom"	"-"	"yes"	"radK"	"0.47"	"radKs"	"0.71"	6	"2"	2	"dKs"	"no"	"yes"	"underived"	731	"-"	"sing"	"-"	31	48	1	8	3.58666666667	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	5	"radKs"	"31.0"	"31.0"	NA	31	31	31	1	0	"-"	3.46573590279973	3.46573590279973	2.89037175789616	7.52456122628536	7.41818082272679	6.59578051396131	6.13772705408623	1	0	0	0	3.46573590279973	3.46573590279973	3.46573590279973	0.336833951935358	0.315993534654464	0.801735693366112	-4.4111795970958	0.395377430310041	-3.46728698790482	3.46573590279973	"sg_plDom"
"77138"	"sleur"	"s9"	7	467	18	"male"	"right"	"noord-brabant"	"no"	"havo"	"word"	"correct"	2374	"sleur"	2720	"sl|r"	4	"nom"	"-"	"yes"	"sl2r"	"0.56"	"sl|r"	"0.56"	5	"1"	1	"sl|r"	"yes"	"yes"	"underived"	579	"present"	"sing"	"1,2"	179	159	18	25	4.62666666667	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	4	"sl|r"	"10.0"	"63.0"	NA	1591010	1591010	1591010	1	0	"-"	14.2798802211867	14.2798802211867	8.75841238945768	7.77275271646874	7.90875473878325	6.36302810354046	6.14846829591765	1	0	0	0	14.2798802211867	14.2798802211867	14.2798802211867	0.827407867991816	0.0832411242336182	0.812476935197525	6.40296472129113	11.209521748697	7.34685733048211	14.2798802211867	"sg_plDom"
"77167"	"mineraal"	"s9"	7	496	18	"male"	"right"	"noord-brabant"	"no"	"havo"	"word"	"correct"	2294	"mineraal"	1241	"min@ral"	7	"nom"	"-"	"no"	"min@"	"0.227"	"min@r"	"0.3"	8	"3"	3	"ral"	"no"	"yes"	"underived"	640	"-"	"sing"	"-"	32	380	3	15	3.84	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	0	0	5	"min@ral"	"2.0"	"2.0"	NA	230	230	230	1	0	"-"	5.44241771052179	5.44241771052179	11.1882612385875	7.73848812249465	7.12447826249342	6.46302945692067	6.20859002609663	1	0	0	0	5.44241771052179	5.44241771052179	5.44241771052179	0.0431313917019942	0.183242477613823	0.872598665376507	-2.43449778937374	2.37205923803211	-1.49060518018276	5.44241771052179	"sg_plDom"
"77264"	"berg"	"s1"	8	17	19	"female"	"right"	"noord-brabant"	"no"	"vwo"	"word"	"correct"	980	"berg"	986	"bErx"	4	"nom"	"-"	"yes"	"bEr@x"	"0.54"	"bErx"	"0.54"	4	"1"	1	"bErx"	"yes"	"yes"	"underived"	560	"present"	"sing"	"1,2"	873	2338	150	385	5.08	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	4	"bErx"	"0.0"	"0.0"	NA	873000	873000	873000	1	0	"-"	13.6796919802965	13.6796919802965	21.1494907311216	6.88857245956536	6.89467003943348	6.3297209055227	2.89037175789616	1	0	0	0	13.6796919802965	13.6796919802965	13.6796919802965	-0.186676831357948	0.0499339262158491	-2.44561960282396	5.80277648040092	10.6093335078068	6.74666908959191	13.6796919802965	"sg_plDom"
