"word"	"subject"	"session"	"trial"	"age"	"gender"	"hand"	"origin"	"dialect"	"diploma"	"word_status"	"response"	"RT"	"stem"	"RTprev"	"transcription"	"Nphonemes"	"word_class"	"regularity"	"inflected"	"lip"	"lip.ms"	"fip"	"fip.ms"	"Nletters"	"Nstem_syllables"	"Nword_syllables"	"stressed_syll"	"initial_stress"	"final_stress"	"morph_classification"	"word_duration"	"tense"	"number"	"person"	"CELEX_form_freq"	"CELEX_lemma_freq"	"CGN_form_freq"	"CGN_lemma_freq"	"rating"	"word_unknown"	"meaning_unknown"	"affix"	"stem1"	"stem2"	"compound_type"	"CELEX_form_freq_stem1"	"CELEX_lemma_freq_stem1"	"CELEX_form_freq_stem2"	"CELEX_lemma_freq_stem2"	"X"	"one_compound"	"one_prefix"	"one_suffix"	"one_inflection"	"one_circumfix"	"fip_length"	"rcp"	"cob"	"stem_cob"	"include"	"CELEXform_freq"	"CELEXstem_freq"	"CELEXen_form_freq"	"en"	"s"	"only_suffix"	"logCELEXform_freq"	"logCELEXstem_freq"	"logCELEXen_form_freq"	"logRT"	"logRTprev"	"logword_duration"	"logtrial"	"lookup"	"decomp"	"pnlty"	"penalty"	"logSTMfreq"	"logFRMfreq"	"logSTMorFRMfreq"	"logRTprev_c"	"logword_duration_c"	"logtrial_c"	"logSTMfreq_c"	"logFRMfreq_c"	"logSTMorFRMfreq_c"	"logPLfreq"	"groups"
"666"	"flanken"	"s10"	1	110	23	"male"	"right"	"west-brabant"	"no"	"propedeuse"	"word"	"correct"	1116	"flank"	1385	"flANk@"	6	"nom"	"-"	"yes"	"flAN"	"0.42"	"flANk@"	"0.57"	7	"2"	2	"flAN"	"yes"	"no"	"underived"	591	"-"	"plur"	"-"	174	0	14	33	3.22666666667	"0"	"1"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	6	"flANk"	"174.0"	"98.0"	NA	174	98	0	1	0	"en"	5.16478597392351	4.59511985013459	0	7.0184017990692	7.23417717974985	6.38350663488401	4.70953020131233	0	1	1	1	4.59511985013459	0	5.16478597392351	0.152830308958419	0.103719655577159	-0.626461159407788	-3.28179564976094	-3.07035847248969	-1.76823691678104	0	"pl_sgDom"
"722"	"lanen"	"s10"	1	167	23	"male"	"right"	"west-brabant"	"no"	"propedeuse"	"word"	"correct"	1146	"laan"	1142	"lan@"	4	"nom"	"-"	"yes"	"[end]"	"0.4"	"lan@"	"0.5"	5	"2"	2	"la"	"yes"	"no"	"underived"	524	"-"	"plur"	"-"	114	0	5	22	3.73333333333	"0"	"1"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	4	"lan"	"114.0"	"323.0"	NA	114	323	0	1	0	"en"	4.74493212836325	5.78074351579233	0	7.04490511712937	7.04141166379481	6.26339826259162	5.12396397940326	0	1	1	1	5.78074351579233	0	4.74493212836325	-0.0399352069966197	-0.0163887167152232	-0.212027381316863	-2.0961719841032	-3.07035847248969	-2.1880907623413	0	"pl_sgDom"
"736"	"pijlen"	"s10"	1	181	23	"male"	"right"	"west-brabant"	"no"	"propedeuse"	"word"	"correct"	857	"pijl"	1187	"pKl@"	4	"nom"	"-"	"yes"	"[end]"	"0.33"	"pKl@"	"0.43"	6	"2"	2	"pK"	"yes"	"no"	"underived"	446	"-"	"plur"	"-"	276	0	22	87	4.50666666667	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	4	"pKl"	"276.0"	"393.0"	NA	73073276	56900393	0	1	0	"en"	18.1069732901684	17.8568128235014	0	6.75460409948796	7.08002649992259	6.10255859461357	5.2040066870768	0	1	1	1	17.8568128235014	0	18.1069732901684	-0.0013203708688394	-0.177228384693278	-0.131984673643327	9.97989732360588	-3.07035847248969	11.1739503994638	0	"pl_sgDom"
"762"	"muggen"	"s10"	1	207	23	"male"	"right"	"west-brabant"	"no"	"propedeuse"	"word"	"correct"	1580	"mug"	952	"m}G@"	4	"nom"	"-"	"yes"	"mYx"	"0.35"	"m}G"	"0.35"	6	"2"	2	"m}"	"yes"	"no"	"underived"	459	"-"	"plur"	"-"	172	0	25	70	4.88	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	3	"m}G"	"172.0"	"80.0"	NA	172	80	0	1	0	"en"	5.15329159449778	4.39444915467244	0	7.36581283720947	6.8596149036542	6.13122648948314	5.33753807970132	0	1	1	1	4.39444915467244	0	5.15329159449778	-0.221731967137228	-0.148560489823706	0.00154671898119574	-3.48246634522309	-3.07035847248969	-1.77973129620677	0	"pl_sgDom"
"768"	"stuipen"	"s10"	1	213	23	"male"	"right"	"west-brabant"	"no"	"propedeuse"	"word"	"correct"	1253	"stuip"	1133	"stLp@"	5	"nom"	"-"	"yes"	"stLp"	"0.53"	"stLp@"	"0.63"	7	"2"	2	"stL"	"yes"	"no"	"underived"	652	"-"	"plur"	"-"	134	0	7	10	3.8	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	5	"stLp"	"134.0"	"17.0"	NA	134	17	0	1	0	"en"	4.90527477843843	2.89037175789616	0	7.13409372119287	7.0335064842877	6.48157712927643	5.36597601502185	0	1	1	1	2.89037175789616	0	4.90527477843843	-0.0478403865037329	0.201790149969584	0.029984654301729	-4.98654374199937	-3.07035847248969	-2.02774811226612	0	"pl_sgDom"
"795"	"adressen"	"s10"	1	241	23	"male"	"right"	"west-brabant"	"no"	"propedeuse"	"word"	"correct"	899	"adres"	1477	"AdrEs@"	6	"nom"	"-"	"yes"	"adrE"	"0.37"	"AdrEs@"	"0.66"	8	"3"	3	"drE"	"no"	"no"	"underived"	676	"-"	"plur"	"-"	330	0	40	307	5.6	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	6	"AdrEs"	"330.0"	"1771.0"	NA	330	1771	0	1	0	"en"	5.80211837537706	7.47986413116503	0	6.80239476332431	7.29844510150815	6.51767127291227	5.48893772615669	0	1	1	1	7.47986413116503	0	5.80211837537706	0.217098230716717	0.237884293605428	0.152946365436565	-0.397051368730505	-3.07035847248969	-1.13090451532749	0	"pl_sgDom"
"800"	"nieren"	"s10"	1	246	23	"male"	"right"	"west-brabant"	"no"	"propedeuse"	"word"	"correct"	801	"nier"	1546	"nir@"	4	"nom"	"-"	"yes"	"nir"	"0.38"	"nir@"	"0.47"	6	"2"	2	"ni"	"yes"	"no"	"underived"	490	"-"	"plur"	"-"	341	0	17	52	4.57333333333	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	4	"nir"	"341.0"	"118.0"	NA	341	118	0	1	0	"en"	5.8348107370626	4.77912349311153	0	6.68710860786651	7.34407285057307	6.19644412779452	5.50938833662798	0	1	1	1	4.77912349311153	0	5.8348107370626	0.262725979781636	-0.0833428515123265	0.173396975907855	-3.097792006784	-3.07035847248969	-1.09821215364195	0	"pl_sgDom"
"828"	"azuur"	"s10"	1	274	23	"male"	"right"	"west-brabant"	"no"	"propedeuse"	"word"	"correct"	1438	"azuur"	937	"azyr"	4	"nom"	"-"	"yes"	"azy"	"0.377"	"azyr"	"0.53"	5	"2"	2	"zyr"	"no"	"yes"	"underived"	545	"-"	"sing"	"-"	19	19	1	1	2.48	"2"	"5"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	4	"azyr"	"19.0"	"19.0"	NA	19	19	19	1	0	"-"	2.99573227355399	2.99573227355399	3.13549421592915	7.27170370688737	6.84374994900622	6.30261897574491	5.61677109766657	1	0	0	0	2.99573227355399	2.99573227355399	2.99573227355399	-0.237596921785205	0.0228319964380583	0.28077973694645	-4.88118322634154	-0.0746261989356949	-3.93729061715056	2.99573227355399	"sg_plDom"
"872"	"sandalen"	"s10"	1	318	23	"male"	"right"	"west-brabant"	"no"	"propedeuse"	"word"	"correct"	1164	"sandaal"	1718	"sAndal@"	7	"nom"	"-"	"yes"	"sAnda"	"0.527"	"sAndal@"	"0.65"	8	"3"	3	"da"	"no"	"no"	"underived"	672	"-"	"plur"	"-"	249	0	16	33	4.21333333333	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	7	"sAndal"	"249.0"	"24.0"	NA	249	24	0	1	0	"en"	5.52146091786225	3.2188758248682	0	7.0604763659998	7.44949800538285	6.51174532964473	5.76519110278484	0	1	1	1	3.2188758248682	0	5.52146091786225	0.368151134591419	0.231958350337881	0.429199742064722	-4.65803967502733	-3.07035847248969	-1.4115619728423	0	"pl_sgDom"
"935"	"gort"	"s10"	1	382	23	"male"	"right"	"west-brabant"	"no"	"propedeuse"	"word"	"correct"	1328	"gort"	1216	"xOrt"	4	"nom"	"-"	"yes"	"xOrt"	"0.5"	"xOrt"	"0.5"	4	"1"	1	"xOrt"	"yes"	"yes"	"underived"	518	"present"	"sing"	"2,3"	21	21	3	4	2.90666666667	"3"	"5"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	4	"xOrt"	"0.0"	"0.0"	NA	11220021	11220021	11220021	1	0	"-"	16.2332104188412	16.2332104188412	12.8997721735182	7.19218205871325	7.10414409298753	6.25190388316589	5.94803498918065	1	0	0	0	16.2332104188412	16.2332104188412	16.2332104188412	0.0227972221960968	-0.0278830961409584	0.612043628460524	8.35629491894569	13.1628519463515	9.30018752813667	16.2332104188412	"sg_plDom"
"972"	"topaas"	"s10"	1	419	23	"male"	"right"	"west-brabant"	"no"	"propedeuse"	"word"	"incorrect"	1321	"topaas"	1396	"topas"	5	"nom"	"-"	"yes"	"topa"	"0.47"	"topas"	"0.73"	6	"2"	2	"pas"	"no"	"yes"	"underived"	754	"-"	"sing"	"-"	25	33	0	1	2.01333333333	"13"	"24"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	5	"topas"	"9.0"	"9.0"	NA	916	916	916	1	0	"-"	6.82110747225646	6.82110747225646	3.36729582998647	7.18690102041163	7.24208235925696	6.62671774924902	6.04025471127741	1	0	0	0	6.82110747225646	6.82110747225646	6.82110747225646	0.160735488465532	0.346930769942178	0.704263350557292	-1.05580802763907	3.75074899976678	-0.111915418448086	6.82110747225646	"sg_plDom"
"1079"	"kalkoenen"	"s10"	1	527	23	"male"	"right"	"west-brabant"	"no"	"propedeuse"	"word"	"correct"	938	"kalkoen"	1155	"kAlkun@"	7	"nom"	"-"	"yes"	"kAlku"	"0.36"	"kAlkun@"	"0.49"	9	"3"	3	"ku"	"no"	"no"	"underived"	507	"-"	"plur"	"-"	62	0	5	24	4.02666666667	"1"	"1"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	7	"kAlkun"	"62.0"	"84.0"	NA	62	84	0	1	0	"en"	4.14313472639153	4.44265125649032	0	6.84481547920826	7.05272104923232	6.23048144757848	6.26909628370626	0	1	1	1	4.44265125649032	0	4.14313472639153	-0.0286258215591069	-0.0493055317283648	0.933104922986139	-3.43426424340521	-3.07035847248969	-2.78988816431302	0	"pl_sgDom"
"1096"	"doornen"	"s10"	1	544	23	"male"	"right"	"west-brabant"	"no"	"propedeuse"	"word"	"correct"	1658	"doorn"	1209	"dorn@"	5	"nom"	"-"	"yes"	"dorn"	"0.42"	"dorn@"	"0.51"	7	"2"	2	"dor"	"yes"	"no"	"underived"	527	"-"	"plur"	"-"	97	2	4	9	3.57333333333	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	5	"dorn"	"2.0"	"306.0"	NA	952	306	0	1	0	"en"	6.8596149036542	5.7268477475872	0	7.41397029019044	7.09837563859079	6.26909628370626	6.30078579466324	0	1	1	1	5.7268477475872	0	6.8596149036542	0.0170287677993564	-0.0106906956005854	0.964794433943122	-2.15006775230833	-3.07035847248969	-0.0734079870503486	0	"pl_sgDom"
"1140"	"woerd"	"s11"	1	28	18	"male"	"right"	"noord-brabant"	"no"	"vwo"	"word"	"correct"	1412	"woerd"	1126	"wurt"	4	"nom"	"-"	"yes"	"wur"	"0.36"	"wurt"	"0.54"	5	"1"	1	"wurt"	"yes"	"yes"	"underived"	561	"-"	"sing"	"-"	88	136	0	0	2.30666666667	"11"	"18"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	4	"wurt"	"2.0"	"2.0"	NA	862	862	862	1	0	"-"	6.76041469108343	6.76041469108343	6.17586727010576	7.25347038268453	7.02731451403978	6.33150184989369	3.36729582998647	1	0	0	0	6.76041469108343	6.76041469108343	6.76041469108343	-0.0540323567516534	0.051714870586844	-1.96869553073365	-1.1165008088121	3.69005621859374	-0.172608199621123	6.76041469108343	"sg_plDom"
"1165"	"rantsoen"	"s11"	1	53	18	"male"	"right"	"noord-brabant"	"no"	"vwo"	"word"	"correct"	1148	"rantsoen"	1246	"rAntsun"	7	"nom"	"-"	"yes"	"rAnts"	"0.45"	"rAntsun"	"0.67"	8	"2"	2	"sun"	"no"	"yes"	"underived"	691	"-"	"sing"	"-"	72	147	5	6	3.16	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	7	"rAntsun"	"72.0"	"72.0"	NA	72	72	72	1	0	"-"	4.29045944114839	4.29045944114839	4.33073334028633	7.04664727784876	7.12849594568004	6.53958595561767	3.98898404656427	1	0	0	0	4.29045944114839	4.29045944114839	4.29045944114839	0.0471490748886065	0.259798976310822	-1.34700731415585	-3.58645605874714	1.22010096865871	-2.64256344955616	4.29045944114839	"sg_plDom"
"1197"	"pinten"	"s11"	1	85	18	"male"	"right"	"noord-brabant"	"no"	"vwo"	"word"	"correct"	1386	"pint"	1492	"pInt@"	5	"nom"	"-"	"yes"	"pInt"	"0.3"	"pInt@"	"0.4"	6	"2"	2	"pIn"	"yes"	"no"	"underived"	418	"-"	"plur"	"-"	29	0	7	81	3.09333333333	"3"	"3"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	5	"pInt"	"29.0"	"0.0"	NA	29	9000	0	1	0	"en"	3.40119738166216	9.10509096125709	0	7.23489842031483	7.30854279753919	6.03787091992214	4.45434729625351	0	1	1	1	9.10509096125709	0	3.40119738166216	0.22719592674776	-0.241916059384709	-0.881644064466615	1.22817546136155	-3.07035847248969	-3.53182550904239	0	"pl_sgDom"
"1203"	"rangen"	"s11"	1	91	18	"male"	"right"	"noord-brabant"	"no"	"vwo"	"word"	"correct"	1905	"rang"	1635	"rAN@"	4	"nom"	"-"	"yes"	"[end]"	"0.31"	"rAN@"	"0.39"	6	"2"	2	"rA"	"yes"	"no"	"underived"	407	"-"	"plur"	"-"	192	0	6	23	3.78666666667	"3"	"3"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	4	"rAN"	"192.0"	"0.0"	NA	192	520	0	1	0	"en"	5.26269018890489	6.25575004175337	0	7.55276208421415	7.40000951716269	6.01126717440416	4.52178857704904	0	1	1	1	6.25575004175337	0	5.26269018890489	0.318662646371262	-0.268519804902685	-0.814202783671082	-1.62116545814216	-3.07035847248969	-1.67033270179966	0	"pl_sgDom"
"1276"	"sfinxen"	"s11"	1	165	18	"male"	"right"	"noord-brabant"	"no"	"vwo"	"word"	"correct"	1608	"sfinx"	1902	"sfINks@"	7	"nom"	"-"	"yes"	"sfINs"	"0.39"	"sfINks@"	"0.6"	7	"2"	2	"sfINk"	"yes"	"no"	"underived"	617	"-"	"plur"	"-"	12	0	0	9	2.21333333333	"0"	"2"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	7	"sfINks"	"12.0"	"52.0"	NA	12	52	0	1	0	"en"	2.56494935746154	3.97029191355212	0	7.38336814699238	7.55118686729615	6.42648845745769	5.11198778835654	0	1	1	1	3.97029191355212	0	2.56494935746154	0.469839996504719	0.146701478150844	-0.224003572363578	-3.90662358634341	-3.07035847248969	-4.36807353324301	0	"pl_sgDom"
"1336"	"blaas"	"s11"	1	226	18	"male"	"right"	"noord-brabant"	"no"	"vwo"	"word"	"correct"	1032	"blaas"	2365	"blas"	4	"nom"	"-"	"yes"	"blas"	"0.56"	"blas"	"0.56"	5	"1"	1	"blas"	"yes"	"yes"	"underived"	576	"present"	"sing"	"1,2"	253	223	7	28	4.78666666667	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	4	"blas"	"8.0"	"8.0"	NA	27191827	27191827	27191827	1	0	"-"	17.1184270449483	17.1184270449483	18.82777949028	6.94022246911964	7.76895604453833	6.3578422665081	5.4249500174814	1	0	0	0	17.1184270449483	17.1184270449483	17.1184270449483	0.687609173746902	0.078055287201253	0.0889586567612808	9.24151154505273	14.0480685724586	10.1854041542437	17.1184270449483	"sg_plDom"
"1362"	"apen"	"s11"	1	252	18	"male"	"right"	"noord-brabant"	"no"	"vwo"	"word"	"correct"	934	"aap"	1351	"ap@"	3	"nom"	"-"	"yes"	"[end]"	"0.33"	"ap@"	"0.41"	4	"2"	2	"a"	"yes"	"no"	"underived"	426	"-"	"plur"	"-"	365	0	23	2	4.49333333333	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	3	"ap"	"365.0"	"490.0"	NA	365	490	0	1	0	"en"	5.90263333340137	6.19644412779452	0	6.84054652928869	7.20934025660291	6.05678401322862	5.53338948872752	0	1	1	1	6.19644412779452	0	5.90263333340137	0.12799338581148	-0.223002966078222	0.197398128007398	-1.68047137210101	-3.07035847248969	-1.03038955730318	0	"pl_sgDom"
"1386"	"muggen"	"s11"	1	276	18	"male"	"right"	"noord-brabant"	"no"	"vwo"	"word"	"correct"	1623	"mug"	2332	"m}G@"	4	"nom"	"-"	"yes"	"mYx"	"0.35"	"m}G"	"0.35"	6	"2"	2	"m}"	"yes"	"no"	"underived"	459	"-"	"plur"	"-"	172	0	25	70	4.88	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	3	"m}G"	"172.0"	"80.0"	NA	172	80	0	1	0	"en"	5.15329159449778	4.39444915467244	0	7.39264752072162	7.75491027202143	6.13122648948314	5.62401750618734	0	1	1	1	4.39444915467244	0	5.15329159449778	0.67356340123	-0.148560489823706	0.288026145467216	-3.48246634522309	-3.07035847248969	-1.77973129620677	0	"pl_sgDom"
"1407"	"adressen"	"s11"	1	297	18	"male"	"right"	"noord-brabant"	"no"	"vwo"	"word"	"correct"	1046	"adres"	3177	"AdrEs@"	6	"nom"	"-"	"yes"	"adrE"	"0.37"	"AdrEs@"	"0.66"	8	"3"	3	"drE"	"no"	"no"	"underived"	676	"-"	"plur"	"-"	330	0	40	307	5.6	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	6	"AdrEs"	"330.0"	"1771.0"	NA	330	1771	0	1	0	"en"	5.80211837537706	7.47986413116503	0	6.95368421087054	8.06400734709666	6.51767127291227	5.6970934865054	0	1	1	1	7.47986413116503	0	5.80211837537706	0.982660476305231	0.237884293605428	0.361102125785282	-0.397051368730505	-3.07035847248969	-1.13090451532749	0	"pl_sgDom"
"1486"	"beelden"	"s11"	1	377	18	"male"	"right"	"noord-brabant"	"no"	"vwo"	"word"	"correct"	1382	"beeld"	3077	"beld@"	5	"nom"	"-"	"yes"	"bel"	"0.39"	"beld@"	"0.53"	7	"2"	2	"bel"	"yes"	"no"	"underived"	551	"-"	"plur"	"-"	1986	0	254	29	5.30666666667	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	5	"beld"	"1986.0"	"6170.0"	NA	1986	6170	0	1	0	"en"	7.59438124255182	8.72761617832107	0	7.23201033166476	8.03203531439882	6.31354804627709	5.93489419561959	0	1	1	1	8.72761617832107	0	7.59438124255182	0.950688443607394	0.0337610669702482	0.598902834899466	0.850700678425536	-3.07035847248969	0.661358351847267	0	"pl_sgDom"
"1493"	"schorem"	"s11"	1	384	18	"male"	"right"	"noord-brabant"	"no"	"vwo"	"word"	"correct"	1625	"schorem"	1564	"sxor@m"	6	"nom"	"-"	"yes"	"sxor@"	"0.5"	"sxor@m"	"0.62"	7	"2"	2	"sxo"	"yes"	"no"	"underived"	638	"-"	"sing"	"-"	38	38	0	2	3.04	"0"	"2"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	6	"sxor@m"	"0.0"	"0.0"	NA	38	38	38	1	0	"-"	3.66356164612965	3.66356164612965	0	7.39387829010776	7.35564110297425	6.45990445437753	5.95324333428778	1	0	0	0	3.66356164612965	3.66356164612965	3.66356164612965	0.274294232182823	0.180117475070688	0.617251973567662	-4.21335385376589	0.593203173639961	-3.2694612445749	3.66356164612965	"sg_plDom"
"1536"	"kastelen"	"s11"	1	427	18	"male"	"right"	"noord-brabant"	"no"	"vwo"	"word"	"correct"	1960	"kasteel"	0	"kAstel@"	7	"nom"	"-"	"yes"	"kAste"	"0.537"	"kAstel@"	"0.64"	8	"3"	3	"te"	"no"	"no"	"underived"	660	"-"	"plur"	"-"	190	0	20	149	4.09333333333	"0"	"1"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	7	"kAstel"	"190.0"	"1292.0"	NA	190	1292	0	1	0	"en"	5.25227342804663	7.16472037877186	0	7.58120982619635	0	6.49375383985169	6.0591231955818	0	1	1	1	7.16472037877186	0	5.25227342804663	-7.08134687079143	0.213966860544839	0.723131834861674	-0.712195121123674	-3.07035847248969	-1.68074946265792	0	"pl_sgDom"
"1567"	"matrozen"	"s11"	1	459	18	"male"	"right"	"noord-brabant"	"no"	"vwo"	"word"	"correct"	1215	"matroos"	1090	"mAtroz@"	7	"nom"	"-"	"yes"	"mAtro"	"0.56"	"mAtroz"	"0.64"	8	"3"	3	"tro"	"no"	"no"	"underived"	761	"-"	"plur"	"-"	305	0	3	9	3.58666666667	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	6	"mAtroz"	"305.0"	"289.0"	NA	305	289	0	1	0	"en"	5.72358510195238	5.66988092298052	0	7.10332206252611	6.99484998583307	6.63594655568665	6.13122648948314	0	1	1	1	5.66988092298052	0	5.72358510195238	-0.0864968849583594	0.3561595763798	0.795235128763019	-2.20703457691501	-3.07035847248969	-1.20943778875217	0	"pl_sgDom"
"1577"	"dwergen"	"s11"	1	469	18	"male"	"right"	"noord-brabant"	"no"	"vwo"	"word"	"correct"	975	"dwerg"	1813	"dwErG@"	6	"nom"	"-"	"yes"	"dwE"	"0.287"	"dwErG@"	"0.55"	7	"2"	2	"dwEr"	"yes"	"no"	"underived"	573	"-"	"plur"	"-"	133	0	3	7	3.97333333333	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	6	"dwErG"	"133.0"	"156.0"	NA	133	156	0	1	0	"en"	4.89783979995091	5.05624580534831	0	6.88346258641309	7.50328963067508	6.35262939631957	6.1527326947041	0	1	1	1	5.05624580534831	0	4.89783979995091	0.421942759883652	0.07284241701272	0.816741333983982	-2.82066969454722	-3.07035847248969	-2.03518309075364	0	"pl_sgDom"
"1727"	"kastelen"	"s12"	1	59	18	"male"	"right"	"noord-brabant,-oss"	"no"	"vwo"	"word"	"correct"	1184	"kasteel"	1068	"kAstel@"	7	"nom"	"-"	"yes"	"kAste"	"0.537"	"kAstel@"	"0.64"	8	"3"	3	"te"	"no"	"no"	"underived"	660	"-"	"plur"	"-"	190	0	20	149	4.09333333333	"0"	"1"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	7	"kAstel"	"190.0"	"1292.0"	NA	190	1292	0	1	0	"en"	5.25227342804663	7.16472037877186	0	7.07749805356923	6.97447891102505	6.49375383985169	4.0943445622221	0	1	1	1	7.16472037877186	0	5.25227342804663	-0.106867959766385	0.213966860544839	-1.24164679849802	-0.712195121123674	-3.07035847248969	-1.68074946265792	0	"pl_sgDom"
"1752"	"barbaren"	"s12"	1	84	18	"male"	"right"	"noord-brabant,-oss"	"no"	"vwo"	"word"	"correct"	906	"barbaar"	1499	"bArbar@"	7	"nom"	"-"	"yes"	"bArba"	"0.427"	"bArbar@"	"0.58"	8	"3"	3	"ba"	"no"	"no"	"underived"	601	"-"	"plur"	"-"	175	0	4	5	3.33333333333	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	7	"bArbar"	"175.0"	"53.0"	NA	175	53	0	1	0	"en"	5.17048399503815	3.98898404656427	0	6.81014245011514	7.3132203870903	6.40025744530882	4.44265125649032	0	1	1	1	3.98898404656427	0	5.17048399503815	0.231873516298871	0.120470466001974	-0.893340104229805	-3.88793145333126	-3.07035847248969	-1.7625388956664	0	"pl_sgDom"
"1813"	"lunch"	"s12"	1	146	18	"male"	"right"	"noord-brabant,-oss"	"no"	"vwo"	"word"	"correct"	803	"lunch"	2345	"l}nS"	4	"nom"	"-"	"yes"	"lYn"	"0.28"	"l}nS"	"0.54"	5	"1"	1	"l}nS"	"yes"	"yes"	"underived"	557	"present"	"sing"	"1,2"	525	543	52	76	5.64	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	4	"l}nS"	"0.0"	"0.0"	NA	5250	5250	5250	1	0	"-"	8.56617381363786	8.56617381363786	11.51283546092	6.68959926917897	7.76046702921342	6.32435896238131	4.99043258677874	1	0	0	0	8.56617381363786	8.56617381363786	8.56617381363786	0.67912015842199	0.044571983074464	-0.345558773941386	0.689258313742327	5.49581534114817	1.63315092293331	8.56617381363786	"sg_plDom"
"1878"	"gort"	"s12"	1	211	18	"male"	"right"	"noord-brabant,-oss"	"no"	"vwo"	"word"	"correct"	1115	"gort"	1114	"xOrt"	4	"nom"	"-"	"yes"	"xOrt"	"0.5"	"xOrt"	"0.5"	4	"1"	1	"xOrt"	"yes"	"yes"	"underived"	518	"present"	"sing"	"2,3"	21	21	3	4	2.90666666667	"3"	"5"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	4	"xOrt"	"0.0"	"0.0"	NA	11220021	11220021	11220021	1	0	"-"	16.2332104188412	16.2332104188412	12.8997721735182	7.01750614294126	7.01660968389422	6.25190388316589	5.35658627467201	1	0	0	0	16.2332104188412	16.2332104188412	16.2332104188412	-0.0647371868972106	-0.0278830961409584	0.0205949139518902	8.35629491894569	13.1628519463515	9.30018752813667	16.2332104188412	"sg_plDom"
"1896"	"strotten"	"s12"	1	230	18	"male"	"right"	"noord-brabant,-oss"	"no"	"vwo"	"word"	"incorrect"	1427	"strot"	996	"strOt@"	6	"nom"	"-"	"yes"	"strOt"	"0.43"	"strOt@"	"0.5"	8	"2"	2	"strO"	"yes"	"no"	"underived"	519	"-"	"plur"	"-"	4	0	0	0	2.81333333333	"3"	"5"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	6	"strOt"	"4.0"	"186.0"	NA	4	186	0	1	0	"en"	1.6094379124341	5.23110861685459	0	7.26403014289953	6.90475076996184	6.25382881157547	5.44241771052179	0	1	1	1	5.23110861685459	0	1.6094379124341	-0.176596100829592	-0.0259581677313738	0.106426349801671	-2.64580688304094	-3.07035847248969	-5.32358497827045	0	"pl_sgDom"
